"","SPECIES","SYS_NM","SPP","Area","CU_name","Year","escapement","Enhancement_Rank","esc.log","z","m.ave","esc.stand","prepost"
"137","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2017,4500,"NONE",8.41183267575841,-0.667233755245732,NA,0.938147148841649,"Post"
"138","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2018,17500,"NONE",9.76995615991161,0.966712931801176,NA,1.08961469741819,"Post"
"139","Chum","EVANS INLET CREEK #3","CM","8","Spiller-Fitz Hugh-Burke",1950,1500,"NONE",7.3132203870903,0.523654215886633,NA,1.12242121383789,"Pre"
"140","Chum","EVANS INLET CREEK #3","CM","8","Spiller-Fitz Hugh-Burke",1951,750,"NONE",6.62007320653036,0.0686026752347079,NA,1.01603810781995,"Pre"
"141","Chum","EVANS INLET CREEK #3","CM","8","Spiller-Fitz Hugh-Burke",1952,1500,"NONE",7.3132203870903,0.523654215886633,NA,1.12242121383789,"Pre"
"142","Chum","EVANS INLET CREEK #3","CM","8","Spiller-Fitz Hugh-Burke",1953,400,"NONE",5.99146454710798,-0.34407928749969,6.80949463195473,0.919560269440651,"Pre"
"143","Chum","EVANS INLET CREEK #3","CM","8","Spiller-Fitz Hugh-Burke",1954,3500,"NONE",8.1605182474775,1.07990577049702,7.02131909705154,1.25246311639245,"Pre"
"144","Chum","EVANS INLET CREEK #3","CM","8","Spiller-Fitz Hugh-Burke",1955,200,"NONE",5.29831736654804,-0.799130828151615,6.69088013705596,0.813177163422709,"Pre"
"145","Chum","EVANS INLET CREEK #3","CM","8","Spiller-Fitz Hugh-Burke",1956,1500,"NONE",7.3132203870903,0.523654215886633,6.69088013705596,1.12242121383789,"Pre"
"146","Chum","EVANS INLET CREEK #3","CM","8","Spiller-Fitz Hugh-Burke",1957,1500,"NONE",7.3132203870903,0.523654215886633,7.02131909705154,1.12242121383789,"Pre"
"147","Chum","EVANS INLET CREEK #3","CM","8","Spiller-Fitz Hugh-Burke",1958,7500,"NONE",8.9226582995244,1.58025117274811,7.21185411006326,1.36943513652233,"Pre"
"148","Chum","EVANS INLET CREEK #3","CM","8","Spiller-Fitz Hugh-Burke",1959,500,"NONE",6.21460809842219,-0.197585411942057,7.4409267930318,0.953807980089207,"Pre"
"149","Chum","EVANS INLET CREEK #3","CM","8","Spiller-Fitz Hugh-Burke",1960,750,"NONE",6.62007320653036,0.0686026752347079,7.26763999789181,1.01603810781995,"Pre"
